Series ID,Year,Period,Label,Value
CWUR0000SA0,1918,M05,1918 May,14.5
CWUR0000SA0,1918,M06,1918 Jun,14.8
CWUR0000SA0,1918,M07,1918 Jul,15.2
CWUR0000SA0,1918,M08,1918 Aug,15.4
CWUR0000SA0,1918,M09,1918 Sep,15.8
CWUR0000SA0,1918,M10,1918 Oct,16.1
CWUR0000SA0,1918,M11,1918 Nov,16.3
CWUR0000SA0,1918,M12,1918 Dec,16.6
CWUR0000SA0,1919,M01,1919 Jan,16.6
CWUR0000SA0,1919,M02,1919 Feb,16.2
CWUR0000SA0,1919,M03,1919 Mar,16.5
CWUR0000SA0,1919,M04,1919 Apr,16.8
CWUR0000SA0,1919,M05,1919 May,17.0
CWUR0000SA0,1919,M06,1919 Jun,17.0
CWUR0000SA0,1919,M07,1919 Jul,17.5
CWUR0000SA0,1919,M08,1919 Aug,17.8
CWUR0000SA0,1919,M09,1919 Sep,17.9
CWUR0000SA0,1919,M10,1919 Oct,18.2
CWUR0000SA0,1919,M11,1919 Nov,18.6
CWUR0000SA0,1919,M12,1919 Dec,19.0
CWUR0000SA0,1920,M01,1920 Jan,19.4
CWUR0000SA0,1920,M02,1920 Feb,19.6
CWUR0000SA0,1920,M03,1920 Mar,19.8
CWUR0000SA0,1920,M04,1920 Apr,20.4
CWUR0000SA0,1920,M05,1920 May,20.7
CWUR0000SA0,1920,M06,1920 Jun,21.0
CWUR0000SA0,1920,M07,1920 Jul,20.9
CWUR0000SA0,1920,M08,1920 Aug,20.4
CWUR0000SA0,1920,M09,1920 Sep,20.1
CWUR0000SA0,1920,M10,1920 Oct,20.0
CWUR0000SA0,1920,M11,1920 Nov,19.9
CWUR0000SA0,1920,M12,1920 Dec,19.5
CWUR0000SA0,1921,M01,1921 Jan,19.1
CWUR0000SA0,1921,M02,1921 Feb,18.5
CWUR0000SA0,1921,M03,1921 Mar,18.4
CWUR0000SA0,1921,M04,1921 Apr,18.2
CWUR0000SA0,1921,M05,1921 May,17.8
CWUR0000SA0,1921,M06,1921 Jun,17.7
CWUR0000SA0,1921,M07,1921 Jul,17.8
CWUR0000SA0,1921,M08,1921 Aug,17.8
CWUR0000SA0,1921,M09,1921 Sep,17.6
CWUR0000SA0,1921,M10,1921 Oct,17.6
CWUR0000SA0,1921,M11,1921 Nov,17.5
CWUR0000SA0,1921,M12,1921 Dec,17.4
CWUR0000SA0,1922,M01,1922 Jan,17.0
CWUR0000SA0,1922,M02,1922 Feb,17.0
CWUR0000SA0,1922,M03,1922 Mar,16.8
CWUR0000SA0,1922,M04,1922 Apr,16.8
CWUR0000SA0,1922,M05,1922 May,16.8
CWUR0000SA0,1922,M06,1922 Jun,16.8
CWUR0000SA0,1922,M07,1922 Jul,16.9
CWUR0000SA0,1922,M08,1922 Aug,16.7
CWUR0000SA0,1922,M09,1922 Sep,16.7
CWUR0000SA0,1922,M10,1922 Oct,16.8
CWUR0000SA0,1922,M11,1922 Nov,16.9
CWUR0000SA0,1922,M12,1922 Dec,17.0
CWUR0000SA0,1923,M01,1923 Jan,16.9
CWUR0000SA0,1923,M02,1923 Feb,16.9
CWUR0000SA0,1923,M03,1923 Mar,16.9
CWUR0000SA0,1923,M04,1923 Apr,17.0
CWUR0000SA0,1923,M05,1923 May,17.0
CWUR0000SA0,1923,M06,1923 Jun,17.1
CWUR0000SA0,1923,M07,1923 Jul,17.3
CWUR0000SA0,1923,M08,1923 Aug,17.2
CWUR0000SA0,1923,M09,1923 Sep,17.3
CWUR0000SA0,1923,M10,1923 Oct,17.4
CWUR0000SA0,1923,M11,1923 Nov,17.4
CWUR0000SA0,1923,M12,1923 Dec,17.4
CWUR0000SA0,1924,M01,1924 Jan,17.4
CWUR0000SA0,1924,M02,1924 Feb,17.3
CWUR0000SA0,1924,M03,1924 Mar,17.2
CWUR0000SA0,1924,M04,1924 Apr,17.1
CWUR0000SA0,1924,M05,1924 May,17.1
CWUR0000SA0,1924,M06,1924 Jun,17.1
CWUR0000SA0,1924,M07,1924 Jul,17.2
CWUR0000SA0,1924,M08,1924 Aug,17.1
CWUR0000SA0,1924,M09,1924 Sep,17.2
CWUR0000SA0,1924,M10,1924 Oct,17.3
CWUR0000SA0,1924,M11,1924 Nov,17.3
CWUR0000SA0,1924,M12,1924 Dec,17.4
CWUR0000SA0,1925,M01,1925 Jan,17.4
CWUR0000SA0,1925,M02,1925 Feb,17.3
CWUR0000SA0,1925,M03,1925 Mar,17.4
CWUR0000SA0,1925,M04,1925 Apr,17.3
CWUR0000SA0,1925,M05,1925 May,17.4
CWUR0000SA0,1925,M06,1925 Jun,17.6
CWUR0000SA0,1925,M07,1925 Jul,17.8
CWUR0000SA0,1925,M08,1925 Aug,17.8
CWUR0000SA0,1925,M09,1925 Sep,17.8
CWUR0000SA0,1925,M10,1925 Oct,17.8
CWUR0000SA0,1925,M11,1925 Nov,18.1
CWUR0000SA0,1925,M12,1925 Dec,18.0
CWUR0000SA0,1926,M01,1926 Jan,18.0
CWUR0000SA0,1926,M02,1926 Feb,18.0
CWUR0000SA0,1926,M03,1926 Mar,17.9
CWUR0000SA0,1926,M04,1926 Apr,18.0
CWUR0000SA0,1926,M05,1926 May,17.9
CWUR0000SA0,1926,M06,1926 Jun,17.8
CWUR0000SA0,1926,M07,1926 Jul,17.6
CWUR0000SA0,1926,M08,1926 Aug,17.5
CWUR0000SA0,1926,M09,1926 Sep,17.6
CWUR0000SA0,1926,M10,1926 Oct,17.7
CWUR0000SA0,1926,M11,1926 Nov,17.8
CWUR0000SA0,1926,M12,1926 Dec,17.8
CWUR0000SA0,1927,M01,1927 Jan,17.6
CWUR0000SA0,1927,M02,1927 Feb,17.5
CWUR0000SA0,1927,M03,1927 Mar,17.4
CWUR0000SA0,1927,M04,1927 Apr,17.4
CWUR0000SA0,1927,M05,1927 May,17.5
CWUR0000SA0,1927,M06,1927 Jun,17.7
CWUR0000SA0,1927,M07,1927 Jul,17.4
CWUR0000SA0,1927,M08,1927 Aug,17.3
CWUR0000SA0,1927,M09,1927 Sep,17.4
CWUR0000SA0,1927,M10,1927 Oct,17.5
CWUR0000SA0,1927,M11,1927 Nov,17.4
CWUR0000SA0,1927,M12,1927 Dec,17.4
CWUR0000SA0,1928,M01,1928 Jan,17.4
CWUR0000SA0,1928,M02,1928 Feb,17.2
CWUR0000SA0,1928,M03,1928 Mar,17.2
CWUR0000SA0,1928,M04,1928 Apr,17.2
CWUR0000SA0,1928,M05,1928 May,17.3
CWUR0000SA0,1928,M06,1928 Jun,17.2
CWUR0000SA0,1928,M07,1928 Jul,17.2
CWUR0000SA0,1928,M08,1928 Aug,17.2
CWUR0000SA0,1928,M09,1928 Sep,17.4
CWUR0000SA0,1928,M10,1928 Oct,17.3
CWUR0000SA0,1928,M11,1928 Nov,17.3
CWUR0000SA0,1928,M12,1928 Dec,17.2
CWUR0000SA0,1929,M01,1929 Jan,17.2
CWUR0000SA0,1929,M02,1929 Feb,17.2
CWUR0000SA0,1929,M03,1929 Mar,17.1
CWUR0000SA0,1929,M04,1929 Apr,17.0
CWUR0000SA0,1929,M05,1929 May,17.1
CWUR0000SA0,1929,M06,1929 Jun,17.2
CWUR0000SA0,1929,M07,1929 Jul,17.4
CWUR0000SA0,1929,M08,1929 Aug,17.4
CWUR0000SA0,1929,M09,1929 Sep,17.4
CWUR0000SA0,1929,M10,1929 Oct,17.4
CWUR0000SA0,1929,M11,1929 Nov,17.4
CWUR0000SA0,1929,M12,1929 Dec,17.3
CWUR0000SA0,1930,M01,1930 Jan,17.2
CWUR0000SA0,1930,M02,1930 Feb,17.1
CWUR0000SA0,1930,M03,1930 Mar,17.0
CWUR0000SA0,1930,M04,1930 Apr,17.1
CWUR0000SA0,1930,M05,1930 May,17.0
CWUR0000SA0,1930,M06,1930 Jun,16.9
CWUR0000SA0,1930,M07,1930 Jul,16.7
CWUR0000SA0,1930,M08,1930 Aug,16.6
CWUR0000SA0,1930,M09,1930 Sep,16.7
CWUR0000SA0,1930,M10,1930 Oct,16.6
CWUR0000SA0,1930,M11,1930 Nov,16.5
CWUR0000SA0,1930,M12,1930 Dec,16.2
CWUR0000SA0,1931,M01,1931 Jan,16.0
CWUR0000SA0,1931,M02,1931 Feb,15.7
CWUR0000SA0,1931,M03,1931 Mar,15.6
CWUR0000SA0,1931,M04,1931 Apr,15.5
CWUR0000SA0,1931,M05,1931 May,15.4
CWUR0000SA0,1931,M06,1931 Jun,15.2
CWUR0000SA0,1931,M07,1931 Jul,15.2
CWUR0000SA0,1931,M08,1931 Aug,15.1
CWUR0000SA0,1931,M09,1931 Sep,15.1
CWUR0000SA0,1931,M10,1931 Oct,15.0
CWUR0000SA0,1931,M11,1931 Nov,14.8
CWUR0000SA0,1931,M12,1931 Dec,14.7
CWUR0000SA0,1932,M01,1932 Jan,14.4
CWUR0000SA0,1932,M02,1932 Feb,14.2
CWUR0000SA0,1932,M03,1932 Mar,14.1
CWUR0000SA0,1932,M04,1932 Apr,14.0
CWUR0000SA0,1932,M05,1932 May,13.8
CWUR0000SA0,1932,M06,1932 Jun,13.7
CWUR0000SA0,1932,M07,1932 Jul,13.7
CWUR0000SA0,1932,M08,1932 Aug,13.5
CWUR0000SA0,1932,M09,1932 Sep,13.5
CWUR0000SA0,1932,M10,1932 Oct,13.4
CWUR0000SA0,1932,M11,1932 Nov,13.3
CWUR0000SA0,1932,M12,1932 Dec,13.2
CWUR0000SA0,1933,M01,1933 Jan,13.0
CWUR0000SA0,1933,M02,1933 Feb,12.8
CWUR0000SA0,1933,M03,1933 Mar,12.7
CWUR0000SA0,1933,M04,1933 Apr,12.6
CWUR0000SA0,1933,M05,1933 May,12.7
CWUR0000SA0,1933,M06,1933 Jun,12.8
CWUR0000SA0,1933,M07,1933 Jul,13.2
CWUR0000SA0,1933,M08,1933 Aug,13.3
CWUR0000SA0,1933,M09,1933 Sep,13.3
CWUR0000SA0,1933,M10,1933 Oct,13.3
CWUR0000SA0,1933,M11,1933 Nov,13.3
CWUR0000SA0,1933,M12,1933 Dec,13.2
CWUR0000SA0,1934,M01,1934 Jan,13.3
CWUR0000SA0,1934,M02,1934 Feb,13.4
CWUR0000SA0,1934,M03,1934 Mar,13.4
CWUR0000SA0,1934,M04,1934 Apr,13.4
CWUR0000SA0,1934,M05,1934 May,13.4
CWUR0000SA0,1934,M06,1934 Jun,13.4
CWUR0000SA0,1934,M07,1934 Jul,13.4
CWUR0000SA0,1934,M08,1934 Aug,13.5
CWUR0000SA0,1934,M09,1934 Sep,13.7
CWUR0000SA0,1934,M10,1934 Oct,13.6
CWUR0000SA0,1934,M11,1934 Nov,13.5
CWUR0000SA0,1934,M12,1934 Dec,13.5
CWUR0000SA0,1935,M01,1935 Jan,13.7
CWUR0000SA0,1935,M02,1935 Feb,13.8
CWUR0000SA0,1935,M03,1935 Mar,13.8
CWUR0000SA0,1935,M04,1935 Apr,13.9
CWUR0000SA0,1935,M05,1935 May,13.8
CWUR0000SA0,1935,M06,1935 Jun,13.8
CWUR0000SA0,1935,M07,1935 Jul,13.7
CWUR0000SA0,1935,M08,1935 Aug,13.7
CWUR0000SA0,1935,M09,1935 Sep,13.8
CWUR0000SA0,1935,M10,1935 Oct,13.8
CWUR0000SA0,1935,M11,1935 Nov,13.9
CWUR0000SA0,1935,M12,1935 Dec,13.9
CWUR0000SA0,1936,M01,1936 Jan,13.9
CWUR0000SA0,1936,M02,1936 Feb,13.8
CWUR0000SA0,1936,M03,1936 Mar,13.8
CWUR0000SA0,1936,M04,1936 Apr,13.8
CWUR0000SA0,1936,M05,1936 May,13.8
CWUR0000SA0,1936,M06,1936 Jun,13.9
CWUR0000SA0,1936,M07,1936 Jul,14.0
CWUR0000SA0,1936,M08,1936 Aug,14.1
CWUR0000SA0,1936,M09,1936 Sep,14.1
CWUR0000SA0,1936,M10,1936 Oct,14.1
CWUR0000SA0,1936,M11,1936 Nov,14.1
CWUR0000SA0,1936,M12,1936 Dec,14.1
CWUR0000SA0,1937,M01,1937 Jan,14.2
CWUR0000SA0,1937,M02,1937 Feb,14.2
CWUR0000SA0,1937,M03,1937 Mar,14.3
CWUR0000SA0,1937,M04,1937 Apr,14.4
CWUR0000SA0,1937,M05,1937 May,14.4
CWUR0000SA0,1937,M06,1937 Jun,14.5
CWUR0000SA0,1937,M07,1937 Jul,14.5
CWUR0000SA0,1937,M08,1937 Aug,14.6
CWUR0000SA0,1937,M09,1937 Sep,14.7
CWUR0000SA0,1937,M10,1937 Oct,14.6
CWUR0000SA0,1937,M11,1937 Nov,14.5
CWUR0000SA0,1937,M12,1937 Dec,14.5
CWUR0000SA0,1938,M01,1938 Jan,14.3
CWUR0000SA0,1938,M02,1938 Feb,14.2
CWUR0000SA0,1938,M03,1938 Mar,14.2
CWUR0000SA0,1938,M04,1938 Apr,14.2
CWUR0000SA0,1938,M05,1938 May,14.2
CWUR0000SA0,1938,M06,1938 Jun,14.2
CWUR0000SA0,1938,M07,1938 Jul,14.2
CWUR0000SA0,1938,M08,1938 Aug,14.2
CWUR0000SA0,1938,M09,1938 Sep,14.2
CWUR0000SA0,1938,M10,1938 Oct,14.1
CWUR0000SA0,1938,M11,1938 Nov,14.1
CWUR0000SA0,1938,M12,1938 Dec,14.1
CWUR0000SA0,1939,M01,1939 Jan,14.0
CWUR0000SA0,1939,M02,1939 Feb,14.0
CWUR0000SA0,1939,M03,1939 Mar,13.9
CWUR0000SA0,1939,M04,1939 Apr,13.9
CWUR0000SA0,1939,M05,1939 May,13.9
CWUR0000SA0,1939,M06,1939 Jun,13.9
CWUR0000SA0,1939,M07,1939 Jul,13.9
CWUR0000SA0,1939,M08,1939 Aug,13.9
CWUR0000SA0,1939,M09,1939 Sep,14.2
CWUR0000SA0,1939,M10,1939 Oct,14.1
CWUR0000SA0,1939,M11,1939 Nov,14.1
CWUR0000SA0,1939,M12,1939 Dec,14.0
CWUR0000SA0,1940,M01,1940 Jan,14.0
CWUR0000SA0,1940,M02,1940 Feb,14.1
CWUR0000SA0,1940,M03,1940 Mar,14.1
CWUR0000SA0,1940,M04,1940 Apr,14.1
CWUR0000SA0,1940,M05,1940 May,14.1
CWUR0000SA0,1940,M06,1940 Jun,14.1
CWUR0000SA0,1940,M07,1940 Jul,14.1
CWUR0000SA0,1940,M08,1940 Aug,14.1
CWUR0000SA0,1940,M09,1940 Sep,14.1
CWUR0000SA0,1940,M10,1940 Oct,14.1
CWUR0000SA0,1940,M11,1940 Nov,14.1
CWUR0000SA0,1940,M12,1940 Dec,14.2
CWUR0000SA0,1941,M01,1941 Jan,14.2
CWUR0000SA0,1941,M02,1941 Feb,14.2
CWUR0000SA0,1941,M03,1941 Mar,14.2
CWUR0000SA0,1941,M04,1941 Apr,14.4
CWUR0000SA0,1941,M05,1941 May,14.5
CWUR0000SA0,1941,M06,1941 Jun,14.7
CWUR0000SA0,1941,M07,1941 Jul,14.8
CWUR0000SA0,1941,M08,1941 Aug,14.9
CWUR0000SA0,1941,M09,1941 Sep,15.2
CWUR0000SA0,1941,M10,1941 Oct,15.4
CWUR0000SA0,1941,M11,1941 Nov,15.5
CWUR0000SA0,1941,M12,1941 Dec,15.5
CWUR0000SA0,1942,M01,1942 Jan,15.7
CWUR0000SA0,1942,M02,1942 Feb,15.9
CWUR0000SA0,1942,M03,1942 Mar,16.1
CWUR0000SA0,1942,M04,1942 Apr,16.2
CWUR0000SA0,1942,M05,1942 May,16.3
CWUR0000SA0,1942,M06,1942 Jun,16.4
CWUR0000SA0,1942,M07,1942 Jul,16.5
CWUR0000SA0,1942,M08,1942 Aug,16.6
CWUR0000SA0,1942,M09,1942 Sep,16.6
CWUR0000SA0,1942,M10,1942 Oct,16.8
CWUR0000SA0,1942,M11,1942 Nov,16.9
CWUR0000SA0,1942,M12,1942 Dec,17.0
CWUR0000SA0,1943,M01,1943 Jan,17.0
CWUR0000SA0,1943,M02,1943 Feb,17.0
CWUR0000SA0,1943,M03,1943 Mar,17.3
CWUR0000SA0,1943,M04,1943 Apr,17.5
CWUR0000SA0,1943,M05,1943 May,17.6
CWUR0000SA0,1943,M06,1943 Jun,17.6
CWUR0000SA0,1943,M07,1943 Jul,17.5
CWUR0000SA0,1943,M08,1943 Aug,17.4
CWUR0000SA0,1943,M09,1943 Sep,17.5
CWUR0000SA0,1943,M10,1943 Oct,17.5
CWUR0000SA0,1943,M11,1943 Nov,17.5
CWUR0000SA0,1943,M12,1943 Dec,17.5
CWUR0000SA0,1944,M01,1944 Jan,17.5
CWUR0000SA0,1944,M02,1944 Feb,17.5
CWUR0000SA0,1944,M03,1944 Mar,17.5
CWUR0000SA0,1944,M04,1944 Apr,17.6
CWUR0000SA0,1944,M05,1944 May,17.6
CWUR0000SA0,1944,M06,1944 Jun,17.7
CWUR0000SA0,1944,M07,1944 Jul,17.8
CWUR0000SA0,1944,M08,1944 Aug,17.8
CWUR0000SA0,1944,M09,1944 Sep,17.8
CWUR0000SA0,1944,M10,1944 Oct,17.8
CWUR0000SA0,1944,M11,1944 Nov,17.8
CWUR0000SA0,1944,M12,1944 Dec,17.9
CWUR0000SA0,1945,M01,1945 Jan,17.9
CWUR0000SA0,1945,M02,1945 Feb,17.9
CWUR0000SA0,1945,M03,1945 Mar,17.9
CWUR0000SA0,1945,M04,1945 Apr,17.9
CWUR0000SA0,1945,M05,1945 May,18.0
CWUR0000SA0,1945,M06,1945 Jun,18.2
CWUR0000SA0,1945,M07,1945 Jul,18.2
CWUR0000SA0,1945,M08,1945 Aug,18.2
CWUR0000SA0,1945,M09,1945 Sep,18.2
CWUR0000SA0,1945,M10,1945 Oct,18.2
CWUR0000SA0,1945,M11,1945 Nov,18.2
CWUR0000SA0,1945,M12,1945 Dec,18.3
CWUR0000SA0,1946,M01,1946 Jan,18.3
CWUR0000SA0,1946,M02,1946 Feb,18.2
CWUR0000SA0,1946,M03,1946 Mar,18.4
CWUR0000SA0,1946,M04,1946 Apr,18.5
CWUR0000SA0,1946,M05,1946 May,18.6
CWUR0000SA0,1946,M06,1946 Jun,18.8
CWUR0000SA0,1946,M07,1946 Jul,19.9
CWUR0000SA0,1946,M08,1946 Aug,20.3
CWUR0000SA0,1946,M09,1946 Sep,20.5
CWUR0000SA0,1946,M10,1946 Oct,20.9
CWUR0000SA0,1946,M11,1946 Nov,21.5
CWUR0000SA0,1946,M12,1946 Dec,21.6
CWUR0000SA0,1947,M01,1947 Jan,21.6
CWUR0000SA0,1947,M02,1947 Feb,21.6
CWUR0000SA0,1947,M03,1947 Mar,22.1
CWUR0000SA0,1947,M04,1947 Apr,22.1
CWUR0000SA0,1947,M05,1947 May,22.0
CWUR0000SA0,1947,M06,1947 Jun,22.2
CWUR0000SA0,1947,M07,1947 Jul,22.4
CWUR0000SA0,1947,M08,1947 Aug,22.6
CWUR0000SA0,1947,M09,1947 Sep,23.1
CWUR0000SA0,1947,M10,1947 Oct,23.1
CWUR0000SA0,1947,M11,1947 Nov,23.3
CWUR0000SA0,1947,M12,1947 Dec,23.6
CWUR0000SA0,1948,M01,1948 Jan,23.8
CWUR0000SA0,1948,M02,1948 Feb,23.6
CWUR0000SA0,1948,M03,1948 Mar,23.6
CWUR0000SA0,1948,M04,1948 Apr,23.9
CWUR0000SA0,1948,M05,1948 May,24.1
CWUR0000SA0,1948,M06,1948 Jun,24.2
CWUR0000SA0,1948,M07,1948 Jul,24.5
CWUR0000SA0,1948,M08,1948 Aug,24.6
CWUR0000SA0,1948,M09,1948 Sep,24.6
CWUR0000SA0,1948,M10,1948 Oct,24.5
CWUR0000SA0,1948,M11,1948 Nov,24.4
CWUR0000SA0,1948,M12,1948 Dec,24.2
CWUR0000SA0,1949,M01,1949 Jan,24.2
CWUR0000SA0,1949,M02,1949 Feb,23.9
CWUR0000SA0,1949,M03,1949 Mar,24.0
CWUR0000SA0,1949,M04,1949 Apr,24.0
CWUR0000SA0,1949,M05,1949 May,24.0
CWUR0000SA0,1949,M06,1949 Jun,24.0
CWUR0000SA0,1949,M07,1949 Jul,23.8
CWUR0000SA0,1949,M08,1949 Aug,23.9
CWUR0000SA0,1949,M09,1949 Sep,24.0
CWUR0000SA0,1949,M10,1949 Oct,23.9
CWUR0000SA0,1949,M11,1949 Nov,23.9
CWUR0000SA0,1949,M12,1949 Dec,23.8
CWUR0000SA0,1950,M01,1950 Jan,23.7
CWUR0000SA0,1950,M02,1950 Feb,23.6
CWUR0000SA0,1950,M03,1950 Mar,23.7
CWUR0000SA0,1950,M04,1950 Apr,23.7
CWUR0000SA0,1950,M05,1950 May,23.8
CWUR0000SA0,1950,M06,1950 Jun,24.0
CWUR0000SA0,1950,M07,1950 Jul,24.2
CWUR0000SA0,1950,M08,1950 Aug,24.4
CWUR0000SA0,1950,M09,1950 Sep,24.6
CWUR0000SA0,1950,M10,1950 Oct,24.7
CWUR0000SA0,1950,M11,1950 Nov,24.8
CWUR0000SA0,1950,M12,1950 Dec,25.1
CWUR0000SA0,1951,M01,1951 Jan,25.5
CWUR0000SA0,1951,M02,1951 Feb,25.9
CWUR0000SA0,1951,M03,1951 Mar,26.0
CWUR0000SA0,1951,M04,1951 Apr,26.0
CWUR0000SA0,1951,M05,1951 May,26.1
CWUR0000SA0,1951,M06,1951 Jun,26.1
CWUR0000SA0,1951,M07,1951 Jul,26.1
CWUR0000SA0,1951,M08,1951 Aug,26.1
CWUR0000SA0,1951,M09,1951 Sep,26.3
CWUR0000SA0,1951,M10,1951 Oct,26.4
CWUR0000SA0,1951,M11,1951 Nov,26.5
CWUR0000SA0,1951,M12,1951 Dec,26.6
CWUR0000SA0,1952,M01,1952 Jan,26.6
CWUR0000SA0,1952,M02,1952 Feb,26.5
CWUR0000SA0,1952,M03,1952 Mar,26.5
CWUR0000SA0,1952,M04,1952 Apr,26.6
CWUR0000SA0,1952,M05,1952 May,26.6
CWUR0000SA0,1952,M06,1952 Jun,26.7
CWUR0000SA0,1952,M07,1952 Jul,26.9
CWUR0000SA0,1952,M08,1952 Aug,26.9
CWUR0000SA0,1952,M09,1952 Sep,26.9
CWUR0000SA0,1952,M10,1952 Oct,26.9
CWUR0000SA0,1952,M11,1952 Nov,26.9
CWUR0000SA0,1952,M12,1952 Dec,26.9
CWUR0000SA0,1953,M01,1953 Jan,26.8
CWUR0000SA0,1953,M02,1953 Feb,26.7
CWUR0000SA0,1953,M03,1953 Mar,26.7
CWUR0000SA0,1953,M04,1953 Apr,26.8
CWUR0000SA0,1953,M05,1953 May,26.8
CWUR0000SA0,1953,M06,1953 Jun,26.9
CWUR0000SA0,1953,M07,1953 Jul,27.0
CWUR0000SA0,1953,M08,1953 Aug,27.1
CWUR0000SA0,1953,M09,1953 Sep,27.1
CWUR0000SA0,1953,M10,1953 Oct,27.2
CWUR0000SA0,1953,M11,1953 Nov,27.1
CWUR0000SA0,1953,M12,1953 Dec,27.0
CWUR0000SA0,1954,M01,1954 Jan,27.1
CWUR0000SA0,1954,M02,1954 Feb,27.1
CWUR0000SA0,1954,M03,1954 Mar,27.0
CWUR0000SA0,1954,M04,1954 Apr,27.0
CWUR0000SA0,1954,M05,1954 May,27.1
CWUR0000SA0,1954,M06,1954 Jun,27.1
CWUR0000SA0,1954,M07,1954 Jul,27.1
CWUR0000SA0,1954,M08,1954 Aug,27.1
CWUR0000SA0,1954,M09,1954 Sep,27.0
CWUR0000SA0,1954,M10,1954 Oct,26.9
CWUR0000SA0,1954,M11,1954 Nov,27.0
CWUR0000SA0,1954,M12,1954 Dec,26.9
CWUR0000SA0,1955,M01,1955 Jan,26.9
CWUR0000SA0,1955,M02,1955 Feb,26.9
CWUR0000SA0,1955,M03,1955 Mar,26.9
CWUR0000SA0,1955,M04,1955 Apr,26.9
CWUR0000SA0,1955,M05,1955 May,26.9
CWUR0000SA0,1955,M06,1955 Jun,26.9
CWUR0000SA0,1955,M07,1955 Jul,27.0
CWUR0000SA0,1955,M08,1955 Aug,26.9
CWUR0000SA0,1955,M09,1955 Sep,27.0
CWUR0000SA0,1955,M10,1955 Oct,27.0
CWUR0000SA0,1955,M11,1955 Nov,27.1
CWUR0000SA0,1955,M12,1955 Dec,27.0
CWUR0000SA0,1956,M01,1956 Jan,27.0
CWUR0000SA0,1956,M02,1956 Feb,27.0
CWUR0000SA0,1956,M03,1956 Mar,27.0
CWUR0000SA0,1956,M04,1956 Apr,27.0
CWUR0000SA0,1956,M05,1956 May,27.2
CWUR0000SA0,1956,M06,1956 Jun,27.3
CWUR0000SA0,1956,M07,1956 Jul,27.5
CWUR0000SA0,1956,M08,1956 Aug,27.5
CWUR0000SA0,1956,M09,1956 Sep,27.5
CWUR0000SA0,1956,M10,1956 Oct,27.7
CWUR0000SA0,1956,M11,1956 Nov,27.7
CWUR0000SA0,1956,M12,1956 Dec,27.8
CWUR0000SA0,1957,M01,1957 Jan,27.8
CWUR0000SA0,1957,M02,1957 Feb,27.9
CWUR0000SA0,1957,M03,1957 Mar,28.0
CWUR0000SA0,1957,M04,1957 Apr,28.1
CWUR0000SA0,1957,M05,1957 May,28.1
CWUR0000SA0,1957,M06,1957 Jun,28.3
CWUR0000SA0,1957,M07,1957 Jul,28.4
CWUR0000SA0,1957,M08,1957 Aug,28.5
CWUR0000SA0,1957,M09,1957 Sep,28.5
CWUR0000SA0,1957,M10,1957 Oct,28.5
CWUR0000SA0,1957,M11,1957 Nov,28.6
CWUR0000SA0,1957,M12,1957 Dec,28.6
CWUR0000SA0,1958,M01,1958 Jan,28.8
CWUR0000SA0,1958,M02,1958 Feb,28.8
CWUR0000SA0,1958,M03,1958 Mar,29.0
CWUR0000SA0,1958,M04,1958 Apr,29.1
CWUR0000SA0,1958,M05,1958 May,29.1
CWUR0000SA0,1958,M06,1958 Jun,29.1
CWUR0000SA0,1958,M07,1958 Jul,29.1
CWUR0000SA0,1958,M08,1958 Aug,29.1
CWUR0000SA0,1958,M09,1958 Sep,29.1
CWUR0000SA0,1958,M10,1958 Oct,29.1
CWUR0000SA0,1958,M11,1958 Nov,29.1
CWUR0000SA0,1958,M12,1958 Dec,29.1
CWUR0000SA0,1959,M01,1959 Jan,29.1
CWUR0000SA0,1959,M02,1959 Feb,29.1
CWUR0000SA0,1959,M03,1959 Mar,29.1
CWUR0000SA0,1959,M04,1959 Apr,29.1
CWUR0000SA0,1959,M05,1959 May,29.2
CWUR0000SA0,1959,M06,1959 Jun,29.3
CWUR0000SA0,1959,M07,1959 Jul,29.4
CWUR0000SA0,1959,M08,1959 Aug,29.3
CWUR0000SA0,1959,M09,1959 Sep,29.4
CWUR0000SA0,1959,M10,1959 Oct,29.5
CWUR0000SA0,1959,M11,1959 Nov,29.5
CWUR0000SA0,1959,M12,1959 Dec,29.5
CWUR0000SA0,1960,M01,1960 Jan,29.5
CWUR0000SA0,1960,M02,1960 Feb,29.5
CWUR0000SA0,1960,M03,1960 Mar,29.5
CWUR0000SA0,1960,M04,1960 Apr,29.7
CWUR0000SA0,1960,M05,1960 May,29.7
CWUR0000SA0,1960,M06,1960 Jun,29.8
CWUR0000SA0,1960,M07,1960 Jul,29.8
CWUR0000SA0,1960,M08,1960 Aug,29.8
CWUR0000SA0,1960,M09,1960 Sep,29.8
CWUR0000SA0,1960,M10,1960 Oct,29.9
CWUR0000SA0,1960,M11,1960 Nov,30.0
CWUR0000SA0,1960,M12,1960 Dec,30.0
CWUR0000SA0,1961,M01,1961 Jan,30.0
CWUR0000SA0,1961,M02,1961 Feb,30.0
CWUR0000SA0,1961,M03,1961 Mar,30.0
CWUR0000SA0,1961,M04,1961 Apr,30.0
CWUR0000SA0,1961,M05,1961 May,30.0
CWUR0000SA0,1961,M06,1961 Jun,30.0
CWUR0000SA0,1961,M07,1961 Jul,30.1
CWUR0000SA0,1961,M08,1961 Aug,30.1
CWUR0000SA0,1961,M09,1961 Sep,30.2
